abc		 0.174563
acquisition		 0.044148
animation		 0.105720
board		 0.132800
bob		 0.033922
brand		 0.033268
braverman		 0.044859
business		 0.127149
change		 0.055804
company		 0.207676
control		 0.031081
conversation		 0.030403
create		 0.035319
creative		 0.046601
day		 0.127149
deal		 0.091123
decision		 0.057923
dennis		 0.031036
disney		 0.470766
disneyland		 0.032956
eisner		 0.035419
entertainment		 0.040831
espn		 0.042694
executive		 0.042908
feel		 0.045650
film		 0.097499
focus		 0.031272
fox		 0.057516
future		 0.035319
george		 0.083302
head		 0.039557
idea		 0.060749
ike		 0.090992
job		 0.087733
john		 0.037805
lead		 0.031081
life		 0.035319
lucasfilm		 0.043434
marvel		 0.096909
meeting		 0.069225
michael		 0.227357
moment		 0.036732
month		 0.048034
movie		 0.052567
network		 0.039656
news		 0.042181
night		 0.042593
office		 0.051666
orlando		 0.047549
ovitz		 0.072830
panther		 0.034695
park		 0.041932
people		 0.141276
pixar		 0.294136
process		 0.043089
question		 0.030374
respect		 0.043510
roone		 0.240081
roseanne		 0.041888
roy		 0.075043
rupert		 0.058553
sense		 0.040264
set		 0.031787
shanghai		 0.034363
shareholder		 0.033019
sport		 0.045696
staggs		 0.045378
stanley		 0.035586
star		 0.037778
start		 0.052272
steve		 0.173585
steven		 0.035740
strat		 0.038870
stu		 0.036583
studio		 0.066721
success		 0.030374
talk		 0.073467
team		 0.052363
television		 0.056686
time		 0.187191
told		 0.102993
tom		 0.082453
vote		 0.030540
walk		 0.041454
walt		 0.056594
war		 0.031578
week		 0.044223
willow		 0.082312
york		 0.038545
zenia		 0.054472
