source, target, weight
feel, fly, 1
feel, secure, 1
feel, march, 1
feel, die, 1
feel, child, 3
feel, mind, 4
feel, dairy, 1
feel, ibm, 2
feel, russian, 2
feel, practice, 1
feel, drive, 2
feel, affair, 1
feel, bom, 1
feel, visit, 3
feel, met, 1
feel, operation, 1
feel, jane, 1
feel, emp, 1
feel, letter, 3
feel, hat, 1
feel, dad, 2
feel, music, 1
feel, ike, 1
feel, agree, 1
feel, allen, 1
feel, memory, 1
feel, boca, 1
feel, finance, 1
feel, nixon, 1
feel, season, 1
feel, forest, 1
feel, avenue, 1
feel, loss, 1
feel, board, 5
feel, arm, 1
feel, england, 1
feel, south, 1
feel, moment, 4
feel, strong, 2
feel, learn, 7
feel, raise, 1
feel, god, 1
feel, marvel, 1
feel, paper, 1
feel, elegance, 1
feel, toile, 1
feel, rockefeller, 1
feel, chief, 1
feel, parisian, 1
feel, global, 1
feel, force, 2
feel, africa, 1
feel, premi, 1
feel, boris, 1
feel, figure, 3
feel, vessel, 1
