the		26264		0.06682509554075303
be		15831		0.04027977792817778
of		11730		0.029845353742500497
and		9858		0.025082310076178168
to		8913		0.022677888994621222
a		8177		0.020805239348032953
in		7767		0.019762051365558513
have		7069		0.017986087434419096
he		5690		0.014477413707998961
s		4750		0.012085714431106339
his		4604		0.011714237734908123
that		4494		0.01143435803229303
it		3148		0.008009648216657422
krupp		2955		0.0075185865566145755
for		2884		0.007337936930381196
with		2432		0.006187885788726446
as		2385		0.006068300824881814
on		2366		0.006019957967157389
by		1886		0.004798664719382432
at		1874		0.0047681323881880585
they		1779		0.004526418099565932
from		1625		0.0041345865159048
would		1554		0.0039539368896714215
an		1483		0.0037732872634380424
one		1480		0.003765654180639449
but		1312		0.003338201543918214
their		1269		0.003228794023805041
him		1227		0.0031219308646247322
which		1174		0.0029870797351829142
all		1163		0.0029590917649214045
t		1155		0.0029387368774584886
this		1080		0.002747909807493652
there		1072		0.0027275549200307357
who		1054		0.002681756423239175
alfried		1035		0.00263341356551475
no		1019		0.0025927037905889177
year		990		0.0025189173235358477
german		981		0.002496018075140067
i		978		0.0024883849923414735
not		960		0.002442586495549913
them		942		0.0023967879987583517
could		841		0.002139807544539038
do		772		0.0019642466401713883
when		759		0.0019311699480441499
essen		745		0.0018955488949840469
war		710		0.0018064962623337896
time		696		0.0017708752092736868
after		690		0.0017556090436764997
more		685		0.0017428872390121773
its		663		0.0016869112984891584
even		659		0.0016767338547577005
so		658		0.001674189493824836
her		653		0.0016614676891605136
alfred		642		0.001633479718899004
out		641		0.0016309353579661396
first		626		0.0015927699439731722
now		618		0.0015724150565102563
new		603		0.0015342496425172888
then		596		0.0015164391159872375
or		586		0.0014909955066585926
she		586		0.0014909955066585926
only		585		0.0014884511457257282
two		585		0.0014884511457257282
make		575		0.0014630075363970831
up		567		0.0014426526489341672
over		552		0.0014044872349411998
die		550		0.0013993985130754708
work		549		0.0013968541521426063
become		535		0.0013612330990825034
day		533		0.0013561443772167744
great		520		0.0013230676850895361
we		507		0.0012899909929622976
gustav		506		0.0012874466320294332
you		495		0.0012594586617679239
than		495		0.0012594586617679239
into		494		0.0012569143008350592
what		483		0.0012289263305735498
if		482		0.0012263819696406854
go		466		0.0011856721947148534
like		458		0.0011653173072519376
come		457		0.001162772946319073
other		453		0.0011525955025876152
most		453		0.0011525955025876152
f		445		0.001132240615124699
man		439		0.0011169744495275122
der		439		0.0011169744495275122
own		437		0.0011118857276617832
any		434		0.0011042526448631898
firm		432		0.0010991639229974608
take		431		0.0010966195620645963
men		427		0.0010864421183331382
germany		425		0.0010813533964674092
von		419		0.0010660872308702223
say		412		0.001048276704340171
ruhr		411		0.0010457323434073065
about		410		0.001043187982474442
reich		408		0.001038099260608713
three		405		0.0010304661778101193
never		401		0.0010202887340786614
before		401		0.0010202887340786614
old		390		0.000992300763817152
h		383		0.0009744902372871006
family		382		0.0009719458763542361
later		382		0.0009719458763542361
steel		375		0.0009541353498241846
write		374		0.0009515909888913202
himself		367		0.0009337804623612687
know		353		0.0008981594093011658
my		348		0.0008854376046368434
und		345		0.0008778045218382498
order		344		0.0008752601609053854
still		339		0.000862538356241063
fritz		336		0.0008549052734424695
see		333		0.0008472721906438759
name		332		0.0008447278297110115
general		330		0.0008396391078452825
since		329		0.000837094746912418
will		329		0.000837094746912418
last		326		0.0008294616641138246
must		326		0.0008294616641138246
under		322		0.0008192842203823665
because		321		0.000816739859449502
hrer		320		0.0008141954985166376
every		319		0.0008116511375837731
some		319		0.0008116511375837731
give		317		0.0008065624157180441
gun		315		0.0008014736938523152
hitler		312		0.0007938406110537216
bertha		310		0.0007887518891879926
those		310		0.0007887518891879926
back		307		0.0007811188063893992
begin		304		0.0007734857235908057
each		300		0.0007633082798593477
four		299		0.0007607639189264832
berlin		297		0.0007556751970607542
though		294		0.0007480421142621608
through		294		0.0007480421142621608
way		290		0.0007378646705307028
american		289		0.0007353203095978383
state		287		0.0007302315877321093
during		287		0.0007302315877321093
m		287		0.0007302315877321093
another		280		0.0007124210612020578
very		279		0.0007098767002691933
too		278		0.0007073323393363289
month		278		0.0007073323393363289
down		278		0.0007073323393363289
yet		277		0.0007047879784034644
french		276		0.0007022436174705999
much		276		0.0007022436174705999
these		275		0.0006996992565377354
between		273		0.0006946105346720064
turn		272		0.000692066173739142
should		271		0.0006895218128062775
while		269		0.0006844330909405484
once		267		0.0006793443690748194
gel		266		0.000676800008141955
call		266		0.000676800008141955
camp		262		0.000666622564410497
seem		260		0.0006615338425447681
want		260		0.0006615338425447681
father		259		0.0006589894816119036
long		258		0.000656445120679039
left		256		0.00065135639881331
told		255		0.0006488120378804455
didn		253		0.0006437233160147166
however		252		0.0006411789550818521
may		252		0.0006411789550818521
world		250		0.0006360902332161231
high		249		0.0006335458722832587
well		246		0.0006259127894846651
son		245		0.0006233684285518006
five		245		0.0006233684285518006
hand		244		0.0006208240676189361
our		244		0.0006208240676189361
million		243		0.0006182797066860716
end		242		0.0006157353457532072
kruppianer		241		0.0006131909848203427
just		241		0.0006131909848203427
wasn		241		0.0006131909848203427
factory		239		0.0006081022629546137
against		237		0.0006030135410888848
wilhelm		236		0.0006004691801560202
ask		235		0.0005979248192231557
such		234		0.0005953804582902912
off		232		0.0005902917364245622
can		231		0.0005877473754916977
here		229		0.0005826586536259688
found		223		0.0005673924880287818
me		223		0.0005673924880287818
hundred		222		0.0005648481270959173
look		222		0.0005648481270959173
might		222		0.0005648481270959173
country		220		0.0005597594052301883
knew		220		0.0005597594052301883
how		220		0.0005597594052301883
far		217		0.0005521263224315949
